x,predicted,std.error,conf.low,conf.high,group
Hourly,19.44252314448187,2.022131468637635,15.479218293947023,23.405827995016722,Survey 2
Hourly,18.15755700276326,1.9626551886650847,14.310823518909029,22.00429048661749,Survey 3
Up to twice a day,17.880979385434006,0.676931603098055,16.554217823364855,19.207740947503158,Survey 2
Up to twice a day,14.337225741526915,0.6777171296684177,13.008924575670955,15.665526907382874,Survey 3
Daily,16.475148204970395,0.3912910222426264,15.708231893900987,17.242064516039804,Survey 2
Daily,13.28080469923571,0.39038482350757236,12.515664505049841,14.045944893421577,Survey 3
Several times a week,15.094385461746858,0.5646883441132174,13.987616644795391,16.201154278698326,Survey 2
Several times a week,12.077720117050479,0.5638150667313218,10.972662892316041,13.182777341784917,Survey 3
Weekly,14.95488652246649,0.9777047039698679,13.038620515170154,16.871152529762824,Survey 2
Weekly,12.902940263571098,0.9823388753614809,10.977591447249015,14.828289079893182,Survey 3
Less than weekly,15.741190065852269,1.6778723335724388,12.452620721394114,19.029759410310426,Survey 2
Less than weekly,10.955049066937994,1.7152786101560156,7.593164767580284,14.316933366295704,Survey 3
Never,15.084392923263927,2.117917024806497,10.93335183239897,19.235434014128884,Survey 2
Never,9.783174719869788,2.1419400455391275,5.585049373569015,13.98130006617056,Survey 3
