x,predicted,std.error,conf.low,conf.high,group
No,15.694849725627485,0.3201106410306285,15.067444398139424,16.322255053115548,Survey 2
No,12.320474637828864,0.33595424380400435,11.662016419519627,12.978932856138101,Survey 3
"Yes, unwell at home",16.659093881732055,0.4005339968007978,15.87406167341861,17.4441260900455,Survey 2
"Yes, unwell at home",13.163865551293457,0.3740838011288555,12.430674773881057,13.897056328705856,Survey 3
"Yes, unwell and required hospital",17.75678763523086,0.9579061828785436,15.879326016220677,19.634249254241045,Survey 2
"Yes, unwell and required hospital",15.055196482472057,0.8462306946805744,13.396614798285821,16.713778166658294,Survey 3
"Yes, unwell and required ICU",17.09792504094702,1.5788971647063184,14.00334346283023,20.192506619063806,Survey 2
"Yes, unwell and required ICU",16.717189298290954,1.2144377370608663,14.336935072185332,19.097443524396574,Survey 3
"Yes, died",20.992608995476324,0.9295188188389285,19.170785587599813,22.814432403352836,Survey 2
"Yes, died",17.453644230166677,0.8816570672672148,15.72562813160773,19.181660328725627,Survey 3
