x,predicted,std.error,conf.low,conf.high,group
Extremely worried,22.97514517768587,0.42851696825667135,22.135267353138502,23.81502300223324,Survey 2
Extremely worried,19.451924264465603,0.4458636494460936,18.578047569535666,20.32580095939554,Survey 3
Generally worried,15.516152923275502,0.3298807591733516,14.869598516103002,16.162707330448,Survey 2
Generally worried,12.193418219418161,0.327500527554993,11.551528980492508,12.835307458343815,Survey 3
Neither worried or not worried,11.736619523827912,0.5965154241043892,10.567470776360674,12.90576827129515,Survey 2
Neither worried or not worried,10.235558316721653,0.5660455250460923,9.126129474021248,11.344987159422057,Survey 3
Generally not worried,11.735389966336585,0.5844386358690933,10.589911288859444,12.880868643813727,Survey 2
Generally not worried,8.430602309537623,0.5805495987413837,7.2927460047653305,9.568458614309915,Survey 3
Not worried at all,10.00530776501064,1.1164288015123238,7.817147522743269,12.19346800727801,Survey 2
Not worried at all,10.231684889162928,1.1311785956870102,8.014615581533793,12.448754196792063,Survey 3
