x,predicted,std.error,conf.low,conf.high,group
Junior Doctor,13.630297866529641,0.16352337480259868,13.309797941286103,13.95079779177318,Survey 1
Junior Doctor,13.348252274876227,0.16358528839934205,13.027631001212919,13.668873548539535,Survey 2
Junior Doctor,12.886510730255534,0.1635789417470498,12.56590189580214,13.207119564708927,Survey 3
Middle Grade Doctor,14.157953864051652,0.21044258301929364,13.745493980520257,14.570413747583048,Survey 1
Middle Grade Doctor,13.499231262559398,0.21002452254798357,13.08759076249513,13.910871762623666,Survey 2
Middle Grade Doctor,13.232542394820538,0.21226938151677882,12.81650205202706,13.648582737614015,Survey 3
Other Senior Doctor,13.471441161026334,0.3582258741118086,12.76933134943681,14.173550972615859,Survey 1
Other Senior Doctor,13.22370511339182,0.3582258741118081,12.521595301802297,13.925814924981342,Survey 2
Other Senior Doctor,13.111088250256408,0.36087262415473775,12.403790903906664,13.818385596606152,Survey 3
Senior Doctor (Consultant Grade),13.668734892280325,0.16312898632950396,13.349007954239971,13.988461830320679,Survey 1
Senior Doctor (Consultant Grade),12.842841096682115,0.16392504750671202,12.521553907404941,13.164128285959288,Survey 2
Senior Doctor (Consultant Grade),12.690990275696636,0.16571670987916454,12.366191492697,13.015789058696273,Survey 3
